OBJECTID,id,created,updated,source,species,family,genus,native_ran,max_height,tree_shape,foliage_ty,density_in,longevity,dbh_lo,dbh_hi,height_lo,height_hi,stems,trunks,canopy,zip,place,county,cz,lat_NAD83,long_NAD83
"4220336","2435225",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3742307.1990000000,390972.5659000000
"3779473","2565607",,,WCA,Platanus racemosa,Platanaceae,Platanus,North America,66.00000000000,"Oval, Rounded or Umbrella",Deciduous,Dense,Very Long,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,90810.00000000000,Long Beach,Los Angeles,Southern California Coast,3739757.6830000002,387480.9411000000
"2220990","2555023",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3739552.4330000002,396548.2478000000
"952974","2587280",,,WCA,Liquidambar styraciflua,Altingiaceae,Liquidambar,North America,66.00000000000,Conical,Deciduous,Moderate,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736488.5030000000,395589.5691000000
"951480","2531135",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,25.00000000000,30.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3745465.9120000000,395393.7693000000
"2054748","2542735",,,WCA,Lagerstroemia,Lythraceae,Lagerstroemia,,0.00000000000,,,,,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90810.00000000000,Long Beach,Los Angeles,Southern California Coast,3741126.7510000002,387837.6919000000
"5502957","2586291",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,19.00000000000,24.00000000000,45.00000000000,60.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738641.0400000000,395388.3889000000
"334087","2524714",,,WCA,Pistacia chinensis,Anacardiaceae,Pistacia,Asia,35.00000000000,"Oval, Rounded or Umbrella",Deciduous,Moderately Dense,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3743973.9410000001,390910.2806000000
"2101463","2513430",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737214.5950000002,390409.5788000000
"334287","2530544",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3739338.7280000001,398126.3984000000
"3370825","2519738",,,WCA,Schinus terebinthifolia,Anacardiaceae,Schinus,South America,30.00000000000,Umbrella,Evergreen,Moderately Dense,Average,31.00000000000,0.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3741487.8169999998,395234.1444000000
"4928868","2551349",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3743108.5540000000,396495.8761000000
"3823971","2586296",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738603.6200000001,395427.5591000000
"499871","2518901",,,WCA,Schinus terebinthifolia,Anacardiaceae,Schinus,South America,30.00000000000,Umbrella,Evergreen,Moderately Dense,Average,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741062.8139999998,389196.7816000000
"3853814","2591401",,,WCA,Ficus benjamina,Moraceae,Ficus,Asia,66.00000000000,Oval,Evergreen,Moderately Dense,Average / Moderately Short,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737556.4070000001,390135.7549000000
"1072692","2556840",,,WCA,Eucalyptus sideroxylon,Myrtaceae,Eucalyptus,Australia,66.00000000000,"Vase, Oval or Upright",Evergreen,Low to Dense,Average,31.00000000000,0.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3744567.8810000001,394410.6625000000
"5578495","2548405",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90804.00000000000,Long Beach,Los Angeles,Southern California Coast,3738930.2349999999,393097.7081000000
"333675","2553529",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3740961.5619999999,396711.7860000000
"3203597","2561817",,,WCA,Ceratonia siliqua,Fabaceae,Ceratonia,Europe and North Africa,40.00000000000,Rounded or Umbrella,Evergreen,Very Dense,Very Long,31.00000000000,0.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3743579.1719999998,390770.2347000000
"4355566","2539613",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749372.8879999998,388654.6202000000
"408886","2582904",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736694.0540000000,392621.3739000000
"1556719","2510162",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744903.3160000001,390021.9314000000
"379392","2564505",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748088.7420000001,392975.0482000000
"379804","2584850",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741709.5060000001,388726.0593000000
"332598","2561818",,,WCA,Ceratonia siliqua,Fabaceae,Ceratonia,Europe and North Africa,40.00000000000,Rounded or Umbrella,Evergreen,Very Dense,Very Long,31.00000000000,0.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3743578.9460000000,390804.7274000000
"1527150","2528468",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735780.7009999999,394453.4756000000
"2100758","2510176",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744836.4810000001,390088.7288000000
"5093715","5532943",,,WCA,Platanus racemosa,Platanaceae,Platanus,North America,66.00000000000,"Oval, Rounded or Umbrella",Deciduous,Dense,Very Long,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742852.4290000000,399045.9685000000
"3205362","2547824",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741611.6699999999,388723.8398000000
"5668682","2510169",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744854.4180000001,390036.2056000000
"410976","2518168",,,WCA,Cupaniopsis anacardioides,Sapindaceae,Cupaniopsis,Australia,40.00000000000,Oval,Evergreen,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3747527.9610000001,393499.0073000000
"906126","2584547",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,0.00000000000,6.00000000000,15.00000000000,30.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741684.4369999999,388702.2408000001
"4430765","2566837",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,0.00000000000,6.00000000000,15.00000000000,30.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737862.4559999998,389353.8605000000
"2674952","5538037",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741997.2340000002,399505.7803000000
"4429209","2596982",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,31.00000000000,0.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744013.4210000001,388694.5706000000
"5668982","2531195",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736506.9739999999,394340.8549000000
"334661","2572830",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749059.7870000000,388716.7964000000
"1556651","2536566",,,WCA,Phoenix canariensis,Arecaceae,Phoenix,Europe and North Africa,60.00000000000,Feather Palm,Evergreen,Moderately Low,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736550.4900000002,394277.5344000000
"1070407","2532633",,,WCA,Robinia pseudoacacia,Fabaceae,Robinia,North America,50.00000000000,Oval,Deciduous,Low to Moderately Low,,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741648.3610000000,388600.7582000000
"5667341","2579326",,,WCA,Koelreuteria paniculata,Sapindaceae,Koelreuteria,Asia,35.00000000000,Columnar,Deciduous,Moderate to Moderately Dense,,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736415.5589999999,395634.4778000000
"380141","2525234",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3742761.1919999998,390186.8831000000
"1525756","2552653",,,WCA,Lagerstroemia,Lythraceae,Lagerstroemia,,0.00000000000,,,,,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3746367.3840000001,389535.7242000000
"1070442","2518690",,,WCA,Ligustrum lucidum,Oleaceae,Ligustrum,Asia,40.00000000000,Rounded or Vase,Evergreen,Dense to Very Dense,,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742801.0789999999,401074.2116000000
"1071920","2536579",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736615.8820000002,394264.6556000000
"5578427","2564544",,,WCA,Ficus microcarpa,Moraceae,Ficus,Asia,25.00000000000,Oval or Rounded,Evergreen,Dense,Average,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748102.3289999999,393393.2197000000
"3778981","5537664",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741890.8689999999,399548.1556000000
"2676514","2562240",,,WCA,Liquidambar styraciflua,Altingiaceae,Liquidambar,North America,66.00000000000,Conical,Deciduous,Moderate,Very Long,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738772.5669999998,398398.0769000000
"3779168","2551395",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3743106.7919999999,396509.5917000000
"5337959","2438249",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3742334.3139999998,390921.8009000000
"227475","2437600",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3741912.4870000002,390804.8403000000
"2099214","2589343",,,WCA,Ceratonia siliqua,Fabaceae,Ceratonia,Europe and North Africa,40.00000000000,Rounded or Umbrella,Evergreen,Very Dense,Very Long,19.00000000000,24.00000000000,15.00000000000,30.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736416.5800000001,395559.3716000000
"2101814","5537653",,,WCA,Eucalyptus sideroxylon,Myrtaceae,Eucalyptus,Australia,66.00000000000,"Vase, Oval or Upright",Evergreen,Low to Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741945.4840000002,399504.4078000000
"5549624","2564775",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3747532.2999999998,393591.8358000000
"950881","2583993",,,WCA,Quercus ilex,Fagaceae,Quercus,Europe and North Africa,60.00000000000,Rounded or Umbrella,Evergreen,Dense,Very Long,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3743001.1359999999,397865.7486000000
"3780209","2547115",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741910.6009999998,389089.0557000001
"5668119","2564382",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748169.6499999999,392940.9683000000
"334330","2564374",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748154.0910000000,393022.7366000000
"4975516","2539595",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749312.2609999999,388644.3401000000
